runner_id,age,gender,running_experience_months,previous_marathon_count,training_program,motivation_level,personal_best_minutes,weekly_mileage_miles,runs_per_week,long_run_distance_km,speed_work_sessions_per_week,rest_days_per_week,training_adherence_pct,consecutive_weeks_no_miss,cross_training_hours_per_week,resting_heart_rate_bpm,vo2_max,bmi,recovery_score,sleep_hours_avg,injury_count,injury_severity,nutrition_score,hydration_consistency,training_streak_days,missed_workout_pct,early_morning_run_frequency,weather_condition_training_pct,goal_completion_rate,run_club_attendance_rate,warmup_adherence_pct,stretching_adherence_pct,marathon_date,marathon_weather,course_difficulty,target_finish_time_minutes,actual_finish_time_minutes,mental_preparation_score,medal_outcome,dnf,is_first_marathon,vo2_max_was_missing,cross_training_hours_per_week_was_missing,nutrition_score_was_missing,hydration_consistency_was_missing,sleep_hours_avg_was_missing,implausible_volume,medal,goal_gap
R020851,57,Male,49,0,Intermediate,1,,12.4,5,15.0,1,2,74,10,0.0,79,55.10413406471818,23.5,4.1,6.9,1,Moderate,8.0,8.0,55,26,12,11,60,6,18,95,2025-03-01,Cloudy,Hilly,257,310.0,6,0,0,1,0,0,0,0,0,0,0,53.0
R084640,52,Female,6,3,Beginner,5,256.0,12.4,4,15.0,1,3,78,15,0.0,80,50.13477572322033,25.4,3.7,7.2,0,None,5.0,6.0,80,22,10,19,69,49,100,54,2025-04-28,Hot,Hilly,248,299.0,9,0,0,0,0,0,0,0,0,0,0,51.0
R073961,49,Female,54,2,Intermediate,6,231.0,19.8,6,15.0,2,1,86,15,0.1,70,62.82213885851747,22.1,5.1,6.2,0,None,7.0,6.0,76,14,65,33,56,0,64,31,2024-03-24,Cloudy,Flat,210,233.0,5,3,0,0,0,1,0,0,0,0,1,23.0
R051256,53,Female,11,3,Beginner,5,303.0,25.5,3,21.2,1,3,72,9,7.9,80,46.60132126473426,23.6,8.0,7.0,2,Minor,6.0,8.0,82,28,49,42,35,48,72,55,2025-12-04,Cloudy,Mixed,268,310.0,6,0,0,0,0,0,0,0,0,0,0,42.0
R070027,64,Male,37,3,Intermediate,1,246.0,12.4,4,15.0,1,3,98,16,0.0,80,45.43483157982907,26.3,4.2,8.1,2,Moderate,1.0,3.0,69,2,2,0,83,9,56,49,2024-03-10,Cloudy,Flat,220,267.0,7,0,0,0,0,0,0,0,0,0,0,47.0
R058105,22,Female,109,1,Advanced,7,183.0,26.9,4,23.1,2,3,65,11,0.1,59,75.0,18.1,10.0,5.5,0,None,6.0,5.0,41,35,53,23,57,39,18,19,2024-10-22,Cloudy,Hilly,174,199.0,9,2,0,0,0,1,0,0,0,0,1,25.0
R083709,57,Male,16,2,Beginner,9,303.0,12.4,4,15.0,0,3,81,13,1.9,63,66.94955005035776,25.7,5.8,8.1,0,None,6.0,6.0,97,19,69,62,89,65,68,9,2024-01-02,Cloudy,Mixed,272,301.0,8,1,0,0,0,0,0,0,0,0,1,29.0
R010168,48,Female,6,1,Beginner,4,280.0,12.9,4,15.0,0,3,73,13,0.0,80,53.55743104202453,20.4,7.9,8.4,0,None,8.0,6.0,74,27,33,29,45,15,43,25,2024-03-04,Windy,Mixed,262,308.0,5,0,0,0,1,0,0,1,0,0,0,46.0
R074973,37,Female,50,3,Intermediate,7,242.0,12.4,4,15.0,2,3,85,14,3.9,71,55.35352988663435,19.7,7.8,6.6,0,None,7.0,5.0,59,15,27,12,87,12,85,34,2024-04-08,Rainy,Mixed,232,266.0,6,0,0,0,0,0,0,0,0,0,0,34.0
R042146,40,Female,6,4,Beginner,10,277.0,28.6,4,16.6,1,3,79,7,0.0,76,53.76507733816818,25.3,6.2,8.0,0,None,6.0,6.0,112,21,55,65,69,10,48,4,2024-08-31,Windy,Mixed,239,280.0,8,0,0,0,0,0,1,0,0,0,0,41.0
R064865,45,Male,23,1,Beginner,4,283.0,12.4,4,15.0,2,3,98,11,0.0,74,57.2637429992119,23.3,8.5,7.3,0,None,5.0,7.0,97,2,14,4,65,6,68,88,2025-04-22,Cold,Hilly,268,308.0,9,0,0,0,0,0,0,0,0,0,0,40.0
R077319,64,Female,19,3,Beginner,10,291.0,15.7,4,15.0,1,3,64,15,0.0,53,65.07247651193676,18.0,6.1,7.7,0,None,5.0,2.0,84,0,56,34,89,77,72,54,2024-12-27,Sunny,Flat,273,286.0,10,3,0,0,0,0,0,0,0,0,1,13.0
R071347,29,Male,7,1,Beginner,8,280.0,12.4,4,15.0,1,3,64,10,0.9,74,58.36355057805726,24.5,7.7,7.0,0,None,2.0,6.0,90,36,58,77,61,83,44,23,2024-03-24,Rainy,Flat,261,298.0,3,0,0,0,0,0,0,0,0,0,0,37.0
R042145,44,Male,56,2,Intermediate,9,199.0,27.7,4,15.9,1,3,100,16,0.2,76,54.685473512603146,26.1,6.3,6.5,2,Moderate,3.0,9.0,72,0,61,65,78,3,100,100,2024-04-15,Hot,Hilly,224,280.0,5,0,0,0,0,0,0,0,0,0,0,56.0
R055946,31,Male,32,3,Intermediate,3,307.0,12.4,5,15.0,1,2,81,13,1.9,69,66.69287601137651,24.4,7.3,5.3,0,None,3.0,6.0,64,19,26,21,54,17,78,31,2025-09-24,Rainy,Flat,294,325.0,6,1,0,0,0,0,0,0,0,0,1,31.0
R055330,32,Female,6,1,Beginner,7,273.0,12.4,4,15.0,2,3,100,16,0.0,73,61.9004791247734,23.0,8.6,7.2,0,None,2.0,5.0,86,0,41,38,88,1,86,64,2024-08-23,Cloudy,Hilly,264,298.0,7,0,0,0,0,0,0,0,0,0,0,34.0
R008132,30,Female,15,0,Beginner,1,,12.4,4,15.0,1,3,67,10,1.5,80,51.27563425261913,19.6,10.0,7.5,1,Minor,8.0,7.0,40,33,3,0,41,1,39,29,2025-09-04,Cloudy,Flat,266,301.0,9,0,0,1,0,0,0,0,0,0,0,35.0
R086988,22,Non-binary,19,3,Beginner,2,230.0,12.4,5,15.0,0,2,68,7,4.2,75,56.21205939874302,24.3,10.0,7.0,1,Moderate,7.0,6.0,77,32,40,0,47,13,49,57,2024-12-02,Cloudy,Hilly,246,299.0,4,0,0,0,0,0,0,0,0,0,0,53.0
R038109,51,Male,100,3,Advanced,7,216.0,20.8,7,15.0,1,0,73,13,0.0,74,57.2734372465781,18.0,3.9,6.8,1,Severe,3.0,9.0,72,27,0,41,49,0,49,39,2025-10-06,Cloudy,Mixed,212,272.0,7,0,0,0,0,0,0,0,0,0,0,60.0
R094359,25,Female,20,0,Beginner,4,,12.4,4,15.0,0,3,73,12,0.0,78,51.88801678925947,22.7,4.8,6.4,0,None,7.0,7.0,74,27,0,5,64,25,59,10,2025-09-20,Cloudy,Mixed,251,286.0,7,0,0,1,0,0,0,0,0,0,0,35.0
R091681,26,Male,29,4,Intermediate,4,247.0,12.4,5,15.0,1,2,89,10,2.7,60,71.09840106994518,24.0,8.9,8.0,3,Severe,2.0,7.0,95,14,28,35,91,27,96,75,2025-10-29,Sunny,Mixed,228,278.0,6,0,0,0,0,0,0,0,0,0,0,50.0
R057751,32,Male,25,4,Intermediate,2,270.0,12.4,5,15.0,1,2,70,10,0.0,70,58.16376803091069,24.5,9.7,6.6,0,None,7.0,6.0,58,30,7,8,23,0,51,22,2025-05-23,Sunny,Flat,271,299.0,5,1,0,0,0,0,0,0,0,0,1,28.0
R026860,26,Female,6,5,Beginner,9,265.0,26.3,5,15.0,1,2,96,12,0.0,69,61.9942800674208,22.0,9.2,7.3,0,None,4.0,7.0,71,4,44,54,57,100,57,54,2024-03-10,Sunny,Mixed,254,279.0,8,2,0,0,0,0,0,0,0,0,1,25.0
R095769,19,Male,35,1,Intermediate,7,247.0,18.5,6,15.0,1,1,95,14,0.7,65,66.46498520313257,24.6,8.8,6.9,0,None,6.0,2.0,80,5,72,85,85,44,96,84,2024-06-24,Cloudy,Flat,224,243.0,6,3,0,0,0,0,1,0,0,0,1,19.0
R015396,28,Male,42,0,Intermediate,9,,18.8,3,16.2,1,3,84,11,0.0,78,50.19584177260684,25.1,7.1,7.6,2,Moderate,4.0,6.0,79,16,48,35,94,63,51,29,2025-12-01,Rainy,Mixed,219,269.0,6,0,0,1,0,0,0,0,0,0,0,50.0
R081031,31,Female,81,1,Advanced,7,239.0,42.2,6,27.1,2,1,67,11,5.4,66,68.22126089507677,20.5,8.9,7.1,1,Minor,7.0,6.0,19,33,34,35,51,14,69,22,2024-07-26,Rainy,Hilly,235,272.0,7,0,0,0,0,0,0,0,0,0,0,37.0
R072985,33,Female,6,0,Beginner,7,,12.4,4,15.0,1,3,64,9,0.0,79,56.72650325085924,26.7,8.0,6.6,0,None,8.0,6.0,53,36,16,17,45,0,30,53,2024-02-27,Sunny,Mixed,268,304.0,8,0,0,1,0,0,0,0,0,0,0,36.0
R092153,38,Female,35,1,Intermediate,3,251.0,12.6,4,15.0,1,3,71,13,0.0,72,57.267754657064366,22.0,8.5,7.4,1,Minor,7.0,7.0,86,29,25,7,64,8,56,67,2024-07-10,Cloudy,Mixed,243,279.0,7,0,0,0,0,0,0,0,0,0,0,36.0
R071465,64,Male,99,1,Advanced,4,265.0,17.5,5,15.0,2,2,71,13,0.0,76,57.82730505929337,23.1,8.0,7.8,0,None,8.0,7.0,48,29,42,0,67,55,100,17,2025-07-15,Rainy,Flat,231,259.0,8,1,0,0,0,0,0,0,0,0,1,28.0
R022925,58,Female,100,3,Advanced,7,257.0,12.4,5,15.0,2,2,90,16,2.9,80,48.86891927647839,26.5,5.2,7.2,0,None,7.0,8.0,112,10,49,21,82,36,67,76,2024-01-16,Cloudy,Mixed,242,272.0,8,1,0,0,0,0,0,0,0,0,1,30.0
R016944,54,Male,19,0,Beginner,8,,26.5,5,15.0,2,2,93,13,0.0,80,44.31458894101111,25.8,3.8,8.3,0,None,8.0,4.0,93,7,40,6,77,90,100,57,2024-10-15,Cloudy,Flat,244,272.0,2,1,0,1,0,0,0,0,0,0,1,28.0
R084254,43,Male,13,2,Beginner,7,265.0,20.2,4,15.0,1,3,85,15,4.8,80,50.01239267748242,20.3,7.3,7.9,0,None,6.0,4.0,66,15,48,45,63,54,62,29,2024-10-15,Hot,Mixed,282,325.0,1,0,0,0,0,0,0,0,0,0,0,43.0
R033537,55,Male,6,0,Beginner,10,,38.9,4,36.6,0,3,92,16,0.1,80,53.55743104202453,25.6,5.8,7.7,1,Minor,4.0,6.0,80,8,71,36,60,14,100,95,2024-01-27,Rainy,Hilly,257,308.0,2,0,0,1,1,1,0,1,0,0,0,51.0
R011923,47,Male,69,3,Advanced,10,220.0,22.6,5,15.0,2,2,90,16,10.0,78,57.5689228740023,29.9,4.4,5.8,0,None,7.0,7.0,100,10,76,53,53,84,83,49,2025-08-09,Hot,Hilly,204,243.0,10,0,0,0,0,0,0,0,0,0,0,39.0
R085840,18,Male,12,1,Beginner,3,248.0,12.4,4,15.0,2,3,77,11,0.5,75,53.55743104202453,26.9,5.6,7.3,0,None,6.0,6.0,57,23,20,30,66,53,41,100,2025-07-01,Sunny,Hilly,247,286.0,7,0,0,0,1,0,0,0,0,0,0,39.0
R061917,24,Female,6,5,Beginner,10,254.0,12.4,3,15.0,1,3,77,16,0.0,78,54.28441672223981,21.2,7.8,6.7,0,None,6.0,9.0,46,23,86,52,59,73,64,46,2025-10-10,Windy,Flat,239,276.0,6,0,0,0,0,0,1,0,0,0,0,37.0
R050634,46,Female,30,1,Intermediate,9,286.0,28.1,4,15.0,1,3,94,16,0.5,76,53.74434882461451,22.6,6.4,7.8,0,None,9.0,6.0,64,6,44,79,76,68,46,63,2025-12-08,Windy,Mixed,286,319.0,6,1,0,0,0,0,0,0,0,0,1,33.0
R042488,33,Male,39,2,Intermediate,6,204.0,12.4,3,15.0,1,3,85,15,2.8,74,57.751475945410775,22.7,10.0,7.0,0,None,6.0,6.0,72,15,15,32,74,52,47,58,2024-01-29,Windy,Flat,211,243.0,3,1,0,0,0,0,1,0,0,0,1,32.0
R016851,18,Female,20,2,Beginner,5,251.0,27.2,5,15.0,1,2,78,13,0.0,76,53.55743104202453,19.2,10.0,6.7,0,None,6.0,5.0,95,22,20,25,84,20,47,96,2024-08-12,Cloudy,Hilly,265,299.0,4,0,0,0,1,0,0,0,0,0,0,34.0
R015044,51,Female,78,2,Advanced,8,228.0,30.8,6,15.7,2,1,93,16,1.8,76,53.55743104202453,21.9,6.3,6.5,1,Minor,8.0,5.0,84,7,37,54,79,60,31,67,2025-07-19,Cloudy,Mixed,211,240.0,8,1,0,0,1,0,0,0,0,0,1,29.0
R070145,43,Female,58,4,Intermediate,2,246.0,15.2,5,15.0,2,2,89,16,3.7,80,36.80994693728834,23.9,7.9,5.5,0,None,5.0,4.0,88,11,26,0,53,0,59,43,2024-05-20,Hot,Hilly,241,287.0,8,0,0,0,0,0,0,0,0,0,0,46.0
R033757,48,Male,57,2,Intermediate,6,235.0,29.0,5,19.4,2,2,80,13,10.0,80,52.62332423187779,21.6,2.9510842336583374,5.440190766482514,1,Minor,10.0,7.0,79,20,21,42,70,96,51,47,2025-04-23,Sunny,Hilly,239,287.0,7,0,0,0,0,0,0,0,0,0,0,48.0
R085854,56,Male,58,2,Intermediate,9,202.0,23.2,5,15.0,0,2,100,16,0.0,80,56.25488549203771,23.6,7.0,7.8,0,None,7.0,7.0,92,0,53,5,72,46,100,89,2025-10-23,Cloudy,Flat,219,238.0,10,3,0,0,0,0,0,0,0,0,1,19.0
R094178,23,Male,9,1,Beginner,1,295.0,19.1,5,15.0,1,2,63,6,0.0,80,40.31075829846835,23.0,9.7,9.4,0,None,9.0,5.0,23,37,43,12,37,37,55,75,2024-01-14,Hot,Flat,298,339.0,6,0,0,0,0,0,0,0,0,0,0,41.0
R079291,35,Female,7,1,Beginner,2,251.0,12.4,4,16.3,0,3,79,11,0.0,77,57.28389125577684,23.1,8.1,7.4,0,None,6.0,5.0,58,21,11,9,65,30,57,45,2024-05-10,Rainy,Mixed,259,298.0,8,0,0,0,0,0,1,0,0,0,0,39.0
R076008,36,Male,6,2,Beginner,2,299.0,12.4,3,15.0,1,3,60,6,2.4,47,73.24453358917145,23.8,6.0,6.3,0,None,8.0,7.0,57,34,36,0,37,8,6,58,2025-07-22,Sunny,Mixed,265,285.0,6,3,0,0,0,0,0,0,0,0,1,20.0
R075416,60,Male,13,2,Beginner,2,264.0,12.4,5,15.0,1,2,83,12,0.0,78,52.709404924442445,20.7,2.6,6.3,0,None,4.0,4.0,60,17,0,11,61,43,38,41,2024-11-17,Hot,Mixed,234,280.0,9,0,0,0,0,0,0,0,0,0,0,46.0
R069498,53,Male,21,0,Beginner,6,,12.4,4,15.0,1,3,81,10,7.0,76,48.27243732151777,21.3,8.0,7.1,1,Moderate,8.0,4.0,85,19,39,34,85,36,73,51,2025-02-24,Sunny,Flat,270,312.0,9,0,0,1,0,0,0,0,0,0,0,42.0
R052896,51,Female,12,1,Beginner,4,286.0,14.1,4,15.0,1,3,79,12,0.0,80,50.79599030162125,24.0,7.0,6.4,0,None,1.0,8.0,99,21,8,20,88,40,100,100,2025-07-01,Cloudy,Flat,257,290.0,2,1,0,0,0,0,0,0,0,0,1,33.0
R054163,40,Male,13,4,Beginner,6,265.0,12.4,4,15.0,1,3,85,13,0.1,71,60.87035771714127,26.8,2.983882537793356,5.995736720617179,0,None,4.0,9.0,49,15,38,56,76,16,19,43,2025-10-21,Hot,Hilly,272,325.0,7,0,0,0,0,1,0,0,0,0,0,53.0
R006411,40,Non-binary,28,1,Intermediate,10,252.0,30.3,5,17.4,1,2,100,16,5.0,78,54.75030637881317,23.2,8.9,6.2,2,Moderate,5.0,6.0,96,0,74,65,89,84,61,87,2024-04-18,Sunny,Flat,242,276.0,8,0,0,0,0,0,0,1,0,0,0,34.0
R089023,28,Male,114,0,Advanced,9,,29.1,4,15.5,0,3,77,16,2.1,72,59.97182626570844,19.6,2.8299205830356247,5.579938272857792,0,None,6.0,7.0,46,23,30,28,80,65,49,41,2025-06-26,Cloudy,Mixed,165,207.0,5,0,0,1,0,0,1,0,0,0,0,42.0
R057167,51,Female,172,1,Advanced,9,204.0,33.5,4,15.0,1,3,86,12,0.1,78,50.886945844551455,20.7,5.2,6.4,0,None,4.0,8.0,63,14,64,37,67,11,76,62,2024-10-22,Cloudy,Hilly,189,222.0,7,1,0,0,0,1,0,0,0,0,1,33.0
R048545,53,Female,21,1,Beginner,3,243.0,12.4,3,15.0,1,3,62,11,0.6,75,62.723818863894095,24.0,1.021822992149194,5.119265303727656,1,Minor,2.0,5.0,52,38,0,40,44,25,31,79,2024-09-15,Hot,Flat,243,297.0,8,0,0,0,0,0,0,0,0,0,0,54.0
R043714,65,Female,6,1,Beginner,10,243.0,24.5,3,15.3,2,3,100,15,0.0,80,48.81407471432155,24.2,7.7,6.1,0,None,2.0,4.0,107,0,62,77,97,50,85,80,2024-10-01,Cold,Flat,224,258.0,6,0,0,0,0,0,0,0,0,0,0,34.0
R000419,60,Female,94,0,Advanced,4,,19.4,4,15.0,1,3,89,16,0.2,78,58.03956591850944,22.4,5.1,6.9,0,None,6.0,6.0,89,11,27,11,68,14,54,69,2024-03-23,Windy,Mixed,222,258.0,6,0,0,1,0,0,0,1,0,0,0,36.0
R027954,31,Male,6,2,Beginner,10,321.0,24.6,3,15.0,1,3,100,14,0.0,73,54.26474676696447,21.1,5.6,5.9,0,None,8.0,6.0,67,0,49,9,71,73,66,80,2024-06-17,Cloudy,Hilly,308,339.0,10,1,0,0,0,0,0,0,0,0,1,31.0
R036119,29,Male,30,4,Intermediate,4,300.0,12.4,5,15.0,0,2,63,11,2.8,80,38.86062292954987,25.4,8.9,8.1,0,None,9.0,6.0,29,37,24,22,30,54,22,28,2025-07-15,Cold,Flat,259,296.0,6,0,0,0,0,0,0,0,0,0,0,37.0
R044593,23,Female,73,1,Advanced,8,201.0,13.4,6,15.0,1,1,82,14,0.1,76,55.01221482699536,19.5,9.0,7.6,0,None,6.0,9.0,87,18,39,44,32,33,62,78,2025-07-22,Hot,Flat,179,212.0,6,1,0,0,0,0,0,0,0,0,1,33.0
R082532,41,Male,6,1,Beginner,6,280.0,12.4,3,15.0,2,3,61,10,0.0,80,42.15788406976845,24.0,6.9,7.1,2,Severe,5.0,3.0,77,39,61,32,72,23,34,41,2025-09-25,Hot,Flat,242,302.0,8,0,0,0,0,0,0,0,0,0,0,60.0
R048611,63,Male,84,1,Advanced,9,242.0,47.8,6,21.7,2,1,100,15,0.5,80,43.60230804043337,25.9,4.8,7.1,0,None,7.0,7.0,72,0,50,52,68,100,100,29,2024-12-12,Windy,Flat,209,236.0,5,1,0,0,0,0,0,0,0,0,1,27.0
R046376,48,Female,20,5,Beginner,3,293.0,12.4,4,15.0,1,3,74,13,0.0,75,60.86522904146837,23.0,6.8,7.0,0,None,1.0,9.0,78,26,19,12,69,0,76,68,2024-10-27,Windy,Hilly,283,,4,0,1,0,0,0,0,0,0,0,0,
R071369,44,Male,42,1,Intermediate,2,247.0,12.4,4,15.0,1,3,78,9,0.1,80,51.93504657667941,20.0,7.2,8.2,2,Minor,8.0,6.0,87,22,11,16,77,15,68,41,2025-05-31,Windy,Mixed,227,,5,0,1,0,0,1,0,1,0,0,0,
R073306,50,Female,6,0,Beginner,2,,12.4,5,15.0,1,2,70,7,0.0,78,52.29769568340309,25.0,7.7,5.5,0,None,4.0,9.0,71,30,0,0,51,0,60,55,2025-05-09,Cloudy,Flat,268,302.0,5,0,0,1,0,0,0,0,0,0,0,34.0
R082860,39,Male,14,2,Beginner,5,268.0,12.4,4,15.0,1,3,53,11,0.0,49,72.88733752046915,25.4,3.9,6.1,1,Minor,6.0,5.0,72,15,0,32,70,59,76,49,2024-07-28,Rainy,Mixed,271,286.0,7,3,0,0,0,0,1,0,0,0,1,15.0
R032923,64,Male,35,4,Intermediate,7,203.0,20.0,5,15.0,2,2,87,15,2.6,80,35.81699462118617,24.5,4.4,7.6,0,None,6.0,1.0,76,13,63,46,84,34,75,35,2025-03-26,Sunny,Mixed,204,240.0,7,0,0,0,0,0,0,0,0,0,0,36.0
R002899,36,Female,44,2,Intermediate,10,257.0,22.1,4,19.1,2,3,100,16,6.3,73,59.42284677127206,21.8,5.7,8.8,1,Moderate,6.0,6.0,82,0,53,57,98,78,33,36,2025-04-22,Sunny,Mixed,250,286.0,9,0,0,0,0,0,1,0,0,0,0,36.0
R031819,62,Female,50,1,Intermediate,2,240.0,12.4,4,15.0,2,3,71,12,0.1,71,66.7866637743026,24.1,1.0,8.2,0,None,9.0,5.0,46,29,0,50,54,35,50,38,2025-11-09,Sunny,Mixed,209,240.0,7,1,0,0,0,1,0,0,0,0,1,31.0
R030881,54,Male,30,2,Intermediate,10,273.0,24.7,5,15.0,1,2,90,11,3.4,74,60.44082914616566,19.8,3.6,8.3,1,Moderate,4.0,1.0,79,10,35,57,85,89,70,37,2025-11-11,Windy,Flat,231,278.0,4,0,0,0,0,0,0,0,0,0,0,47.0
R057942,23,Male,41,3,Intermediate,1,270.0,12.4,3,15.0,1,3,85,14,0.0,70,53.55743104202453,23.3,7.8,6.7,0,None,7.0,8.0,47,15,0,0,61,0,47,85,2025-11-11,Sunny,Mixed,241,269.0,5,1,0,0,1,0,0,0,0,0,1,28.0
R011584,42,Male,12,1,Beginner,9,277.0,12.4,3,15.0,1,3,77,11,0.1,80,44.01017930313978,29.6,5.7,7.4,0,None,7.0,6.0,73,23,39,46,66,100,42,2,2025-07-14,Hot,Mixed,254,298.0,9,0,0,0,0,1,0,1,0,0,0,44.0
R009873,65,Female,10,1,Beginner,7,292.0,19.7,4,21.2,1,3,93,16,0.0,72,56.47116934218398,19.3,6.6,7.9,0,None,6.0,2.0,90,7,45,54,83,95,100,100,2024-04-23,Cloudy,Hilly,284,319.0,5,0,0,0,0,0,0,0,0,0,0,35.0
R038802,60,Female,8,6,Beginner,8,261.0,21.6,3,15.0,1,3,81,10,0.0,80,35.85217745477732,23.2,5.1,6.7,0,None,9.0,5.0,71,19,86,51,80,35,61,41,2025-12-15,Cold,Hilly,267,314.0,7,0,0,0,0,0,0,0,0,0,0,47.0
R033818,28,Female,51,0,Intermediate,6,,17.7,4,15.0,1,3,75,11,2.5,69,56.30391402040574,19.4,9.1,8.8,0,None,8.0,6.0,65,25,41,57,100,48,47,21,2025-09-19,Sunny,Hilly,237,266.0,8,1,0,1,0,0,0,0,0,0,1,29.0
R042717,33,Male,43,2,Intermediate,7,247.0,12.4,5,15.0,1,2,90,16,2.3,76,57.40579598460594,22.2,5.4,7.1,0,None,4.0,4.0,77,10,16,21,72,66,84,50,2025-06-13,Cold,Hilly,235,274.0,4,0,0,0,0,0,0,0,0,0,0,39.0
R021700,33,Male,6,4,Beginner,5,244.0,12.4,5,15.0,0,2,66,12,0.7,78,54.26476305049155,20.7,8.6,7.7,0,None,8.0,8.0,53,34,53,36,37,45,86,44,2025-09-17,Cloudy,Flat,244,273.0,7,1,0,0,0,0,0,0,0,0,1,29.0
R078665,58,Non-binary,76,2,Advanced,7,194.0,12.4,4,15.0,3,3,90,13,0.1,67,63.17003855046403,28.6,4.6,6.4,0,None,7.0,7.0,100,10,18,43,82,1,41,46,2024-09-05,Hot,Hilly,185,227.0,3,0,0,0,0,0,0,0,0,0,0,42.0
R075071,34,Female,9,3,Beginner,4,262.0,12.4,3,15.0,0,3,66,8,0.0,64,53.55743104202453,22.9,7.9,8.2,0,None,7.0,8.0,37,34,10,21,62,0,36,47,2025-06-29,Sunny,Mixed,245,276.0,8,1,0,0,1,0,0,0,0,0,1,31.0
R090741,37,Female,76,2,Advanced,6,208.0,12.4,4,15.0,1,3,96,13,0.8,80,47.447874749890175,23.0,9.6,6.8,1,Moderate,6.0,6.0,94,4,62,16,46,38,100,80,2025-03-24,Sunny,Hilly,203,250.0,5,0,0,0,0,0,0,0,0,0,0,47.0
R079001,38,Male,27,1,Intermediate,2,213.0,12.4,4,15.0,2,3,79,12,6.4,75,53.55743104202453,23.9,6.4,7.8,0,None,7.0,9.0,65,21,1,0,73,18,56,6,2024-07-05,Hot,Flat,198,235.0,5,0,0,0,1,0,0,0,0,0,0,37.0
R024026,20,Female,11,4,Beginner,7,300.0,37.2,4,20.6,1,3,84,14,0.0,70,57.87011896405189,21.9,8.7,7.0,1,Severe,4.0,4.0,79,16,37,9,68,72,86,60,2025-03-06,Sunny,Flat,261,315.0,1,0,0,0,0,0,0,0,0,0,0,54.0
R029185,45,Female,6,1,Beginner,4,284.0,23.4,4,15.2,0,3,92,10,0.0,70,53.55743104202453,18.5,7.5,7.1,0,None,4.0,7.0,68,8,11,10,86,75,100,28,2024-03-12,Sunny,Mixed,262,291.0,6,1,0,0,1,0,0,0,0,0,1,29.0
R071283,45,Male,14,2,Beginner,7,239.0,16.2,5,15.0,1,2,85,14,0.0,74,56.82563169723599,21.5,6.9,6.1,0,None,1.0,6.0,61,15,48,27,43,25,84,70,2024-03-05,Sunny,Hilly,255,293.0,8,0,0,0,0,0,0,0,0,0,0,38.0
R059505,65,Male,67,1,Advanced,3,251.0,12.4,5,15.0,2,2,87,14,1.6,80,50.57013482935472,20.0,4.7,7.6,0,None,6.0,1.0,75,13,0,27,77,21,44,82,2024-12-07,Windy,Flat,209,243.0,7,0,0,0,0,0,0,0,0,0,0,34.0
R043545,45,Male,6,4,Beginner,10,287.0,24.4,4,15.0,1,3,90,14,0.0,80,41.25192861844321,22.9,5.2,5.2,1,Minor,8.0,8.0,56,10,78,57,84,60,92,61,2025-05-09,Cold,Hilly,269,318.0,8,0,0,0,0,0,0,0,0,0,0,49.0
R098038,33,Male,10,2,Beginner,2,250.0,12.4,5,15.0,1,2,75,14,0.0,80,37.57272489502608,22.0,6.8,7.8,1,Minor,10.0,6.0,61,25,0,0,73,14,38,0,2025-08-21,Cloudy,Mixed,254,296.0,9,0,0,0,0,0,0,0,0,0,0,42.0
R085987,47,Male,28,2,Intermediate,7,257.0,19.0,5,15.0,1,2,81,12,1.3,80,40.35974322419623,22.2,6.5,8.9,0,None,5.0,8.0,73,19,26,60,47,73,48,54,2024-07-23,Hot,Flat,263,301.0,9,0,0,0,0,0,0,0,0,0,0,38.0
R004158,23,Male,29,2,Intermediate,6,237.0,12.4,5,15.0,1,2,84,13,0.0,79,51.07377349624283,27.2,6.8,7.7,2,Minor,6.0,6.0,73,16,7,100,54,29,46,57,2024-10-28,Sunny,Hilly,243,286.0,7,0,0,0,0,0,1,0,0,0,0,43.0
R067532,59,Female,15,3,Beginner,6,258.0,14.0,5,15.0,1,2,96,16,1.7,74,58.98344096565222,23.3,5.7,8.0,1,Minor,4.0,8.0,54,4,45,16,74,24,62,67,2024-12-25,Hot,Hilly,254,306.0,6,0,0,0,0,0,0,0,0,0,0,52.0
R055231,40,Female,6,4,Beginner,7,271.0,12.4,4,15.0,0,3,85,12,0.0,80,35.0,19.8,7.8,8.3,0,None,6.0,2.0,87,15,20,10,69,29,64,42,2025-11-25,Sunny,Flat,260,293.0,6,1,0,0,0,0,0,0,0,0,1,33.0
R036390,30,Female,14,3,Beginner,3,331.0,15.5,3,15.0,0,3,76,11,4.2,66,66.47993461463912,23.6,6.6,6.3,0,None,5.0,6.0,61,24,24,13,74,0,64,60,2024-02-18,Hot,Flat,316,350.0,9,0,0,0,0,0,0,1,0,0,0,34.0
R094575,32,Non-binary,6,2,Beginner,5,309.0,12.4,6,15.0,0,1,82,11,0.0,80,53.55743104202453,25.2,8.2,7.2,2,Minor,6.0,1.0,23,18,76,55,62,39,87,48,2024-10-16,Cloudy,Flat,286,323.0,7,0,0,0,1,0,0,0,0,0,0,37.0
R023209,42,Female,34,1,Intermediate,8,250.0,26.4,4,15.0,2,3,73,10,0.2,80,50.85411526844123,18.0,5.6,5.9,2,Moderate,7.0,6.0,71,27,33,78,64,47,64,37,2024-11-22,Cold,Mixed,256,308.0,9,0,0,0,0,0,0,1,0,0,0,52.0
